,Unnamed: 0,State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,CountyState Name,Total Population,Total Under 18,Total 18 to 64,Total 65 and over,Total Male,Total Female,Total 16 and Over,Total 16 and Over Employed,InPoverty Population,InPoverty Under 18,InPoverty 18 to 64,InPoverty 65 and Over,InPoverty Male,InPoverty Female,InPoverty 16 and Over,InPoverty 16 and Over Employed,PctBelowPoverty Population,PctBelowPoverty Under 18,PctBelowPoverty 18 to 64,PctBelowPoverty 65 and over,PctBelowPoverty Male,PctBelowPoverty Female,PctBelowPoverty 16 and Over,PctBelowPoverty 16 and Over Employed,State Code,County Code
1743,3015,Texas,Harrison,2014,365,297,67,1,0,0,0,101,56,38,0,0,205,0,160,0,"Harrison, Texas",65826,16417,32889,14796.0,,,2018,1245,10615,3216,5261,4373.0,,,229,221,16.1,19.6,16.0,29.6,,,11.3,17.8,48,203
1744,3016,Texas,Hidalgo,2014,365,271,94,0,0,0,0,88,63,39,0,0,129,0,233,3,"Hidalgo, Texas",820586,277918,397469,,,,31158,16036,279264,129308,127707,,,,12538,5597,34.0,46.5,32.1,,,,40.2,34.9,48,215
1745,3018,Texas,Hunt,2014,362,338,24,0,0,0,0,80,49,35,0,7,355,0,0,0,"Hunt, Texas",85928,21068,42428,7746.0,,,2844,1868,19263,7334,8463,2321.0,,,927,428,22.4,34.8,19.9,30.0,,,32.6,22.9,48,231
1746,3019,Texas,Jefferson,2014,365,234,128,3,0,0,0,133,67,45,0,0,177,29,159,0,"Jefferson, Texas",235959,58201,114974,80122.0,,9153.0,8698,5307,50433,20391,19465,24616.0,,1474.0,2838,1466,21.4,35.0,16.9,30.7,,16.1,32.6,27.6,48,245
1747,3020,Texas,Johnson,2014,361,307,50,4,0,0,0,129,61,36,0,0,361,0,0,0,"Johnson, Texas",154316,40994,76000,,,,4926,2520,21202,7848,8828,,,,1606,773,13.7,19.1,11.6,,,,32.6,30.7,48,251
1748,3021,Texas,Kaufman,2014,362,295,66,1,0,0,0,102,58,40,0,2,229,2,129,0,"Kaufman, Texas",109656,30344,53362,10661.0,,,5017,3020,18082,7586,7111,1581.0,,,1524,448,16.5,25.0,13.3,14.8,,,30.4,14.8,48,257
1749,3023,Texas,Lubbock,2014,265,232,33,0,0,0,0,100,53,28,0,0,0,0,265,0,"Lubbock, Texas",282036,70210,137753,20212.0,,5560.0,5804,2832,49472,12445,22444,5797.0,,1111.0,2442,1221,17.5,17.7,16.3,28.7,,20.0,42.1,43.1,48,303
1750,3025,Texas,McLennan,2014,365,296,68,1,0,0,0,105,61,41,2,3,231,0,129,0,"McLennan, Texas",233888,58776,113250,33928.0,,,5321,2521,46394,17379,22645,10168.0,,,1789,844,19.8,29.6,20.0,30.0,,,33.6,33.5,48,309
1751,3026,Texas,Montgomery,2014,365,258,103,4,0,0,0,133,64,43,0,2,216,0,147,0,"Montgomery, Texas",513531,137403,252568,22439.0,,13875.0,11495,4736,56940,21887,24902,1464.0,,1097.0,2504,530,11.1,15.9,9.9,6.5,,7.9,21.8,11.2,48,339
1752,3028,Texas,Nueces,2014,365,260,104,1,0,0,0,105,63,42,0,0,169,0,195,1,"Nueces, Texas",350698,89275,171770,14038.0,,6769.0,12011,7104,56045,18012,24120,1908.0,,1226.0,4668,2822,16.0,20.2,14.0,13.6,,18.1,38.9,39.7,48,355
1753,3029,Texas,Orange,2014,365,300,62,3,0,0,0,129,57,38,0,5,217,0,143,0,"Orange, Texas",82424,20407,40828,6843.0,,,2493,1876,13072,3981,5399,2002.0,,,1072,704,15.9,19.5,13.2,29.3,,,43.0,37.5,48,361
1754,3030,Texas,Parker,2014,354,298,49,7,0,0,0,126,61,37,0,0,354,0,0,0,"Parker, Texas",120816,29394,59866,,,,3634,2147,11542,4271,5238,,,,880,585,9.6,14.5,8.7,,,,24.2,27.2,48,367
1755,3032,Texas,Potter,2014,365,345,19,1,0,0,0,120,44,24,0,0,0,18,347,0,"Potter, Texas",114564,33116,55465,8569.0,,5727.0,2929,1134,24233,9577,11295,3502.0,,2170.0,1122,352,21.2,28.9,20.4,40.9,,37.9,38.3,31.0,48,375
1756,3033,Texas,Randall,2014,354,291,63,0,0,0,0,93,58,41,0,0,354,0,0,0,"Randall, Texas",125963,30980,62583,,,,1808,778,11875,3566,4630,,,,731,308,9.4,11.5,7.4,,,,40.4,39.6,48,381
1757,3034,Texas,Rockwall,2014,360,314,45,1,0,0,0,105,54,36,0,0,360,0,0,0,"Rockwall, Texas",87063,24190,42557,,,,2239,944,7311,2358,3092,,,,594,10,8.4,9.7,7.3,,,,26.5,1.1,48,397
1758,3035,Texas,Smith,2014,365,329,36,0,0,0,0,100,50,34,0,3,362,0,0,0,"Smith, Texas",213978,53670,102747,36814.0,,,7217,4121,40758,14822,17461,11700.0,,,1567,845,19.0,27.6,17.0,31.8,,,21.7,20.5,48,423
1759,3036,Texas,Tarrant,2014,365,232,118,14,1,0,0,156,74,44,0,25,208,0,131,1,"Tarrant, Texas",1919626,521062,938272,298523.0,8480.0,95860.0,61808,32357,295514,116528,134148,73567.0,722.0,13461.0,19905,9711,15.4,22.4,14.3,24.6,8.5,14.0,32.2,30.0,48,439
1760,3037,Texas,Travis,2014,365,249,116,0,0,0,0,97,67,44,0,12,188,0,164,1,"Travis, Texas",1128113,262061,568872,93768.0,,71486.0,28002,15311,193753,63659,89108,20932.0,,11881.0,8340,4725,17.2,24.3,15.7,22.3,,16.6,29.8,30.9,48,453
1761,3038,Texas,Victoria,2014,358,340,18,0,0,0,0,93,45,30,0,0,358,0,0,0,"Victoria, Texas",89266,22562,43965,5383.0,,,1649,544,14547,6004,5913,1714.0,,,803,163,16.3,26.6,13.4,31.8,,,48.7,30.0,48,469
1762,3039,Texas,Webb,2014,365,257,108,0,0,0,0,82,62,43,3,0,113,0,247,2,"Webb, Texas",263054,90147,126754,,,,6899,3357,87783,39655,40001,,,,2385,559,33.4,44.0,31.6,,,,34.6,16.7,48,479
1763,3040,Texas,Wichita,2014,49,48,1,0,0,0,0,54,30,20,0,0,0,0,49,0,"Wichita, Texas",117296,29761,55532,10092.0,,,3580,1301,23934,9819,10159,4503.0,,,1228,491,20.4,33.0,18.3,44.6,,,34.3,37.7,48,485
1764,3042,Utah,Cache,2014,365,307,45,13,0,0,0,141,57,42,0,25,236,0,104,0,"Cache, Utah",114826,36704,57667,,,,2394,1298,16872,4279,8281,,,,823,499,14.7,11.7,14.4,,,,34.4,38.4,49,5
1765,3045,Utah,Davis,2014,365,268,86,11,0,0,0,130,67,44,0,68,281,0,14,2,"Davis, Utah",328062,110043,165465,,,,7385,4860,22408,7883,10372,,,,2349,1413,6.8,7.2,6.3,,,,31.8,29.1,49,11
1766,3048,Utah,Salt Lake,2014,365,220,123,20,2,0,0,154,80,48,0,54,244,0,65,2,"Salt Lake, Utah",1077693,304378,539624,18233.0,8052.0,41524.0,26487,13699,126008,47244,57333,5118.0,2282.0,6243.0,8841,3798,11.7,15.5,10.6,28.1,28.3,15.0,33.4,27.7,49,35
1767,3052,Utah,Utah,2014,365,235,118,12,0,0,0,140,80,45,0,63,235,0,59,8,"Utah, Utah",548399,193796,275714,,,7080.0,12021,6840,68903,20986,31852,,,1795.0,4211,2145,12.6,10.8,11.6,,,25.4,35.0,31.4,49,49
1768,3053,Utah,Washington,2014,365,289,75,1,0,0,0,101,61,44,0,0,362,0,2,1,"Washington, Utah",150039,41808,73753,,,,3470,1776,17996,6262,7761,,,,607,189,12.0,15.0,10.5,,,,17.5,10.6,49,53
1769,3055,Utah,Weber,2014,365,219,137,7,2,0,0,172,79,46,0,31,222,0,108,4,"Weber, Utah",237572,69496,118723,,,,8188,4627,29078,11000,13434,,,,2371,751,12.2,15.8,11.3,,,,29.0,16.2,49,57
1770,3057,Vermont,Chittenden,2014,365,321,44,0,0,0,0,83,53,37,0,3,253,0,109,0,"Chittenden, Vermont",150992,29770,74123,3065.0,,,4149,1967,18005,3940,7767,1056.0,,,1224,539,11.9,13.2,10.5,34.5,,,29.5,27.4,50,7
1771,3062,Virginia,Albemarle,2014,364,320,44,0,0,0,0,77,52,35,0,0,108,0,256,0,"Albemarle, Virginia",95842,21880,45842,8501.0,,,2376,810,9189,1615,4559,1323.0,,,568,132,9.6,7.4,9.9,15.6,,,23.9,16.3,51,3
1772,3064,Virginia,Arlington,2014,363,308,50,4,1,0,0,154,58,38,0,123,188,0,52,0,"Arlington, Virginia",224309,38755,111881,18396.0,,23389.0,4607,2946,21153,5308,9958,4619.0,,3501.0,1748,1205,9.4,13.7,8.9,25.1,,15.0,37.9,40.9,51,13
1773,3069,Virginia,Chesterfield,2014,241,207,34,0,0,0,0,90,54,39,0,0,168,0,73,0,"Chesterfield, Virginia",328027,79870,157992,72876.0,,12023.0,9233,4407,27440,8715,12060,8310.0,,456.0,2216,1114,8.4,10.9,7.6,11.4,,3.8,24.0,25.3,51,41
1774,3070,Virginia,Fairfax,2014,364,294,69,1,0,0,0,105,57,41,0,0,167,1,196,0,"Fairfax, Virginia",1127943,269807,558679,107851.0,,213061.0,32576,16363,74210,23339,31335,14639.0,,14314.0,6034,2694,6.6,8.7,5.6,13.6,,6.7,18.5,16.5,51,59
1775,3071,Virginia,Fauquier,2014,211,201,10,0,0,0,0,71,46,36,0,0,211,0,0,0,"Fauquier, Virginia",67678,16061,34261,4905.0,,,1609,1003,5183,1968,2684,491.0,,,359,359,7.7,12.3,7.8,10.0,,,22.3,35.8,51,61
1776,3072,Virginia,Frederick,2014,362,282,80,0,0,0,0,92,58,39,0,0,153,0,209,0,"Frederick, Virginia",81412,19183,39732,,,,1837,1160,4928,1033,2216,,,,365,116,6.1,5.4,5.6,,,,19.9,10.0,51,69
1777,3076,Virginia,Hanover,2014,200,175,25,0,0,0,0,93,54,42,0,0,200,0,0,0,"Hanover, Virginia",100302,22952,49258,9308.0,,,2227,1386,5963,2373,1979,795.0,,,185,136,5.9,10.3,4.0,8.5,,,8.3,9.8,51,85
1778,3077,Virginia,Henrico,2014,365,289,76,0,0,0,0,84,56,40,0,18,160,0,187,0,"Henrico, Virginia",319472,74736,150602,93828.0,,25133.0,11923,6242,36545,15883,15443,19248.0,,946.0,3723,1171,11.4,21.3,10.3,20.5,,3.8,31.2,18.8,51,87
1779,3080,Virginia,Loudoun,2014,355,303,51,1,0,0,0,105,55,38,0,100,198,0,57,0,"Loudoun, Virginia",361241,105628,179396,25023.0,,60640.0,8108,4343,14484,4518,5629,1385.0,,2558.0,773,337,4.0,4.3,3.1,5.5,,4.2,9.5,7.8,51,107
1780,3086,Virginia,Prince William,2014,363,332,30,1,0,0,0,119,49,30,0,150,213,0,0,0,"Prince William, Virginia",440309,123341,218026,87452.0,,33581.0,11933,6517,32571,14155,12186,12111.0,,2555.0,1870,704,7.4,11.5,5.6,13.8,,7.6,15.7,10.8,51,153
1781,3088,Virginia,Roanoke,2014,365,295,69,1,0,0,0,108,55,39,1,17,140,0,207,0,"Roanoke, Virginia",91236,18847,43729,,,,2180,1254,8212,2048,4367,,,,207,39,9.0,10.9,10.0,,,,9.5,3.1,51,161
1782,3090,Virginia,Rockingham,2014,361,326,35,0,0,0,0,86,50,36,0,116,193,0,52,0,"Rockingham, Virginia",76293,17296,37214,,,,2289,1371,9770,3352,4534,,,,673,351,12.8,19.4,12.2,,,,29.4,25.6,51,165
1783,3092,Virginia,Stafford,2014,214,190,23,1,0,0,0,108,54,41,0,0,214,0,0,0,"Stafford, Virginia",136378,36907,68335,23141.0,,,3539,2368,7408,2449,2755,1960.0,,,579,415,5.4,6.6,4.0,8.5,,,16.4,17.5,51,179
1784,3099,Washington,Benton,2014,348,321,26,1,0,0,0,131,45,20,0,0,0,0,208,140,"Benton, Washington",184833,48742,92461,,,,5174,2743,28894,12428,14536,,,,1688,971,15.6,25.5,15.7,,,,32.6,35.4,53,5
1785,3100,Washington,Chelan,2014,362,275,79,6,2,0,0,153,64,25,0,0,0,0,362,0,"Chelan, Washington",73865,18658,37111,,,,3272,1790,9653,2701,4534,,,,824,234,13.1,14.5,12.2,,,,25.2,13.1,53,7
1786,3101,Washington,Clallam,2014,365,320,44,1,0,0,0,101,52,38,0,0,218,0,147,0,"Clallam, Washington",71252,12292,35170,,3254.0,,2369,1221,11892,4076,5961,,954.0,,661,227,16.7,33.2,16.9,,29.3,,27.9,18.6,53,9
1787,3102,Washington,Clark,2014,365,300,60,5,0,0,0,133,58,32,0,0,129,0,236,0,"Clark, Washington",446903,111677,222205,7248.0,,18019.0,16328,9380,41716,12519,20009,1542.0,,1484.0,4335,2875,9.3,11.2,9.0,21.3,,8.2,26.5,30.7,53,11
1788,3104,Washington,Cowlitz,2014,323,309,14,0,0,0,0,84,42,21,0,0,0,0,323,0,"Cowlitz, Washington",100038,21851,49653,,,,5576,2227,22463,6866,10057,,,,3349,1326,22.5,31.4,20.3,,,,60.1,59.5,53,15
1789,3105,Washington,Franklin,2014,311,296,15,0,0,0,0,81,40,19,0,0,0,0,311,0,"Franklin, Washington",85672,29142,44231,,,,1647,970,15254,7604,7366,,,,305,37,17.8,26.1,16.7,,,,18.5,3.8,53,21
1790,3106,Washington,Grant,2014,365,337,27,1,0,0,0,118,46,20,0,0,0,0,365,0,"Grant, Washington",92324,27684,46747,,,,2997,1624,12719,3883,6657,,,,885,463,13.8,14.0,14.2,,,,29.5,28.5,53,25
1791,3107,Washington,Grays Harbor,2014,365,342,23,0,0,0,0,68,40,20,0,0,0,0,365,0,"Grays Harbor, Washington",67818,14572,33308,,3119.0,,3584,2173,12860,4104,6234,,857.0,,894,644,19.0,28.2,18.7,,27.5,,24.9,29.6,53,27
1792,3109,Washington,King,2014,365,259,103,3,0,0,0,150,67,41,0,91,115,0,159,0,"King, Washington",2050232,429374,1025214,123834.0,14775.0,330411.0,58845,30074,230043,58420,105024,33019.0,5395.0,41422.0,17633,8917,11.2,13.6,10.2,26.7,36.5,12.5,30.0,29.7,53,33
1793,3110,Washington,Kitsap,2014,362,354,8,0,0,0,0,70,34,17,0,0,0,0,362,0,"Kitsap, Washington",247146,51879,124809,,3183.0,12425.0,7196,4409,27187,7331,12152,,1042.0,1085.0,1280,301,11.0,14.1,9.7,,32.7,8.7,17.8,6.8,53,35
1794,3113,Washington,Lewis,2014,365,342,23,0,0,0,0,75,45,23,0,0,0,0,365,0,"Lewis, Washington",74325,16384,36891,,,,3755,2187,12364,3622,5098,,,,1573,780,16.6,22.1,13.8,,,,41.9,35.7,53,41
1795,3116,Washington,Pierce,2014,365,293,70,2,0,0,0,114,64,40,0,0,195,0,170,0,"Pierce, Washington",814263,195259,404159,53767.0,9361.0,48399.0,30215,16124,105224,33676,44858,11444.0,2530.0,6296.0,8535,4153,12.9,17.2,11.1,21.3,27.0,13.0,28.2,25.8,53,53
1796,3117,Washington,Skagit,2014,365,352,13,0,0,0,0,74,43,32,0,1,238,0,126,0,"Skagit, Washington",118989,26700,59179,,,2781.0,3771,2034,19745,7120,10378,,,548.0,1166,808,16.6,26.7,17.5,,,19.7,30.9,39.7,53,57
1797,3118,Washington,Snohomish,2014,365,297,64,4,0,0,0,133,67,29,0,0,0,0,365,0,"Snohomish, Washington",749765,173427,375297,19360.0,7523.0,73041.0,24384,12967,73085,23023,34132,3404.0,1222.0,7620.0,4956,2893,9.7,13.3,9.1,17.6,16.2,10.4,20.3,22.3,53,61
1798,3119,Washington,Spokane,2014,365,285,78,2,0,0,0,105,60,37,6,0,119,0,186,54,"Spokane, Washington",469531,106934,230900,7237.0,7024.0,10129.0,13625,7837,76917,21751,36866,2762.0,2878.0,776.0,5664,3644,16.4,20.3,16.0,38.2,41.0,7.7,41.6,46.5,53,63
1799,3121,Washington,Thurston,2014,363,319,44,0,0,0,0,94,54,29,0,0,135,0,228,0,"Thurston, Washington",261328,57111,127556,,4617.0,16085.0,10318,6279,31376,9213,14409,,2208.0,1727.0,3822,2732,12.0,16.1,11.3,,47.8,10.7,37.0,43.5,53,67
1800,3123,Washington,Whatcom,2014,339,302,37,0,0,0,0,79,52,31,0,0,84,0,255,0,"Whatcom, Washington",202348,41617,99698,,5772.0,,9000,5343,32573,7937,14149,,2258.0,,3931,2328,16.1,19.1,14.2,,39.1,,43.7,43.6,53,73
1801,3125,Washington,Yakima,2014,365,270,86,7,2,0,0,156,67,30,0,0,0,0,364,1,"Yakima, Washington",244021,73119,120823,,11499.0,,7551,3847,49475,22212,22327,,3699.0,,2281,1208,20.3,30.4,18.5,,32.2,,30.2,31.4,53,77
1802,3126,West Virginia,Berkeley,2014,250,202,48,0,0,0,0,90,58,42,0,0,181,0,69,0,"Berkeley, West Virginia",109754,26565,54551,7604.0,,,4940,2597,14906,5278,6995,1494.0,,,1950,791,13.6,19.9,12.8,19.6,,,39.5,30.5,54,3
1803,3128,West Virginia,Cabell,2014,348,304,43,1,0,0,0,101,54,34,0,0,180,85,83,0,"Cabell, West Virginia",92937,18874,45399,4298.0,,,2382,1183,21202,4979,9971,1571.0,,,1540,901,22.8,26.4,22.0,36.6,,,64.7,76.2,54,11
1804,3132,West Virginia,Harrison,2014,120,95,25,0,0,0,0,72,54,33,0,0,0,0,120,0,"Harrison, West Virginia",67549,14070,33519,,,,2451,1243,8292,1406,3302,,,,1335,663,12.3,10.0,9.9,,,,54.5,53.3,54,33
1805,3133,West Virginia,Kanawha,2014,365,296,69,0,0,0,0,100,59,37,0,0,177,46,77,65,"Kanawha, West Virginia",186600,38094,89742,14213.0,,,5823,3162,31651,10350,13402,4416.0,,,2016,701,17.0,27.2,14.9,31.1,,,34.6,22.2,54,39
1806,3136,West Virginia,Monongalia,2014,363,323,40,0,0,0,0,90,51,33,0,0,186,102,75,0,"Monongalia, West Virginia",96799,16186,49003,,,,3238,1826,24759,3191,13059,,,,1171,723,25.6,19.7,26.6,,,,36.2,39.6,54,61
1807,3138,West Virginia,Raleigh,2014,8,8,0,0,0,0,0,24,24,18,0,0,0,0,8,0,"Raleigh, West Virginia",74437,16023,36618,5738.0,,,1712,1449,11725,3623,4117,1967.0,,,369,148,15.8,22.6,11.2,34.3,,,21.6,10.2,54,81
1808,3140,West Virginia,Wood,2014,359,303,56,0,0,0,0,100,54,36,0,0,175,116,68,0,"Wood, West Virginia",85106,17739,40904,,,,2502,1801,14799,5110,6277,,,,756,475,17.4,28.8,15.3,,,,30.2,26.4,54,107
1809,3142,Wisconsin,Brown,2014,365,248,110,7,0,0,0,119,69,41,0,0,126,43,196,0,"Brown, Wisconsin",249152,60907,123380,,5873.0,,6700,3637,30813,11028,13828,,1881.0,,2523,1046,12.4,18.1,11.2,,32.0,,37.7,28.8,55,9
1810,3144,Wisconsin,Dane,2014,365,259,104,2,0,0,0,112,64,41,0,0,150,0,213,2,"Dane, Wisconsin",501698,107332,248298,24350.0,,27583.0,15367,9428,69507,17297,31782,10298.0,,6087.0,4537,2403,13.9,16.1,12.8,42.3,,22.1,29.5,25.5,55,25
1811,3145,Wisconsin,Dodge,2014,365,280,80,5,0,0,0,108,61,40,0,0,247,0,117,1,"Dodge, Wisconsin",83051,18999,41452,,,,2242,1288,7814,2611,3537,,,,511,117,9.4,13.7,8.5,,,,22.8,9.1,55,27
1812,3147,Wisconsin,Eau Claire,2014,354,308,46,0,0,0,0,93,52,35,0,0,205,0,149,0,"Eau Claire, Wisconsin",97322,20475,47863,,,,2054,458,14084,2218,5910,,,,996,0,14.5,10.8,12.3,,,,48.5,0.0,55,35
1813,3148,Wisconsin,Fond du Lac,2014,194,165,27,2,0,0,0,105,58,40,0,0,194,0,0,0,"Fond du Lac, Wisconsin",98375,21492,48932,,,,2515,1425,9538,2987,4484,,,,979,418,9.7,13.9,9.2,,,,38.9,29.3,55,39
1814,3151,Wisconsin,Jefferson,2014,195,161,30,4,0,0,0,126,64,42,0,0,195,0,0,0,"Jefferson, Wisconsin",80789,18330,39870,,,,2651,1380,9570,3059,4590,,,,1188,759,11.8,16.7,11.5,,,,44.8,55.0,55,55
1815,3152,Wisconsin,Kenosha,2014,363,223,130,10,0,0,0,136,73,44,0,0,181,0,182,0,"Kenosha, Wisconsin",162716,39863,79788,12802.0,,,6485,3913,27158,10551,11917,5195.0,,,3095,1869,16.7,26.5,14.9,40.6,,,47.7,47.8,55,59
1816,3154,Wisconsin,La Crosse,2014,358,310,48,0,0,0,0,98,55,37,0,0,197,0,161,0,"La Crosse, Wisconsin",112492,23349,56086,,,,3313,1603,14069,1419,6189,,,,1237,378,12.5,6.1,11.0,,,,37.3,23.6,55,63
1817,3155,Wisconsin,Manitowoc,2014,201,180,20,1,0,0,0,119,51,38,0,0,201,0,0,0,"Manitowoc, Wisconsin",79279,16515,39777,,,,1706,1148,8834,2803,4497,,,,595,319,11.1,17.0,11.3,,,,34.9,27.8,55,71
1818,3156,Wisconsin,Marathon,2014,194,179,14,1,0,0,0,101,49,38,0,0,194,0,0,0,"Marathon, Wisconsin",133453,30423,66717,,,7676.0,3387,1980,12578,4435,5252,,,2812.0,807,372,9.4,14.6,7.9,,,36.6,23.8,18.8,55,73
1819,3157,Wisconsin,Milwaukee,2014,365,234,126,5,0,0,0,129,71,44,0,18,145,0,200,2,"Milwaukee, Wisconsin",933752,230112,449542,247950.0,6092.0,36430.0,41339,22053,204226,73834,93606,94907.0,1672.0,9108.0,18935,9719,21.9,32.1,20.8,38.3,27.4,25.0,45.8,44.1,55,79
